Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Amoxapine	ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1	DB00543	https://go.drugbank.com/drugs/DB00543	approved	-629.905
Amsacrine	COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1	DB00276	https://go.drugbank.com/drugs/DB00276	approved; investigational	-635.273
Anagrelide	ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl	DB00261	https://go.drugbank.com/drugs/DB00261	approved	-634.864
Dimetindene	CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1	DB08801	https://go.drugbank.com/drugs/DB08801	approved; investigational	-637.118
Anastrozole	CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N	DB01217	https://go.drugbank.com/drugs/DB01217	approved; investigational	-637.156
Regadenoson	CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1	DB06213	https://go.drugbank.com/drugs/DB06213	approved; investigational	-651.193
Lacosamide	COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1	DB06218	https://go.drugbank.com/drugs/DB06218	approved	-630.47
Fosaprepitant	C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	DB06717	https://go.drugbank.com/drugs/DB06717	approved	-601.708
Anethole trithione	COC1=CC=C(C=C1)C1=CC(=S)SS1	DB13853	https://go.drugbank.com/drugs/DB13853	approved; experimental	-630.774
Anisindione	COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	DB01125	https://go.drugbank.com/drugs/DB01125	approved	-638.16
Antazoline	C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1	DB08799	https://go.drugbank.com/drugs/DB08799	approved	-630.657
Anthralin	OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2	DB11157	https://go.drugbank.com/drugs/DB11157	approved	-636.784
Antipyrine	CN1N(C(=O)C=C1C)C1=CC=CC=C1	DB01435	https://go.drugbank.com/drugs/DB01435	approved; investigational	-569.357
Cholic Acid	[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C	DB02659	https://go.drugbank.com/drugs/DB02659	approved	-632.887
Apraclonidine	NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1	DB00964	https://go.drugbank.com/drugs/DB00964	approved	-630.715
Deoxycholic acid	[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C	DB03619	https://go.drugbank.com/drugs/DB03619	approved	-572.73
Estradiol benzoate	[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C	DB13953	https://go.drugbank.com/drugs/DB13953	approved; investigational; vet_approved	-633.205
Isometheptene	CNC(C)CCC=C(C)C	DB06706	https://go.drugbank.com/drugs/DB06706	approved	-710.79
Hydrocortisone cypionate	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC3CCCC3)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	DB14541	https://go.drugbank.com/drugs/DB14541	approved; investigational; vet_approved	-708.364
Drostanolone propionate	[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C	DB14655	https://go.drugbank.com/drugs/DB14655	approved; illicit	-629.961
Acetylsalicylic acid	CC(=O)OC1=CC=CC=C1C(O)=O	DB00945	https://go.drugbank.com/drugs/DB00945	approved; vet_approved	-696.675
Astemizole	COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1	DB00637	https://go.drugbank.com/drugs/DB00637	approved; withdrawn	-716.458
Atenolol	CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1	DB00335	https://go.drugbank.com/drugs/DB00335	approved	-632.534
Azathioprine	CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O	DB00993	https://go.drugbank.com/drugs/DB00993	approved	-631.885
Azelaic acid	OC(=O)CCCCCCCC(O)=O	DB00548	https://go.drugbank.com/drugs/DB00548	approved	-698.154
Azelastine	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O	DB00972	https://go.drugbank.com/drugs/DB00972	approved	-625.58
Baclofen	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	DB00181	https://go.drugbank.com/drugs/DB00181	approved	-659.256
Bisphenol A diglycidyl ether	CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1	DB14083	https://go.drugbank.com/drugs/DB14083	approved; experimental	-523.293
Nandrolone phenpropionate	[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	DB00984	https://go.drugbank.com/drugs/DB00984	approved; illicit; investigational	-717.922
Bendazac	OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12	DB13501	https://go.drugbank.com/drugs/DB13501	approved; withdrawn	-586.466
Bendroflumethiazide	NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F	DB00436	https://go.drugbank.com/drugs/DB00436	approved	-633.796
Benserazide	NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1	DB12783	https://go.drugbank.com/drugs/DB12783	approved; investigational	-653.289
Benzethonium	CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1	DB11125	https://go.drugbank.com/drugs/DB11125	approved	-424.138
Benzocaine	CCOC(=O)C1=CC=C(N)C=C1	DB01086	https://go.drugbank.com/drugs/DB01086	approved; investigational	-630.884
Benzthiazide	NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O	DB00562	https://go.drugbank.com/drugs/DB00562	approved	-558.086
Benzyl benzoate	O=C(OCC1=CC=CC=C1)C1=CC=CC=C1	DB00676	https://go.drugbank.com/drugs/DB00676	approved	-657.492
Bepotastine	OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	DB04890	https://go.drugbank.com/drugs/DB04890	approved	-638.059
Bepridil	CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1	DB01244	https://go.drugbank.com/drugs/DB01244	approved; withdrawn	-558.23
Berberine	COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC	DB04115	https://go.drugbank.com/drugs/DB04115	approved; investigational	-708.093
Trimethaphan	O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1	DB01116	https://go.drugbank.com/drugs/DB01116	approved; investigational	-635.088
Tirbanibulin	O=C(CC1=CC=C(C=N1)C1=CC=C(OCCN2CCOCC2)C=C1)NCC1=CC=CC=C1	DB06137	https://go.drugbank.com/drugs/DB06137	approved; investigational	-532.549
Eliglustat	CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1	DB09039	https://go.drugbank.com/drugs/DB09039	approved	-460.694
Propiolactone	O=C1CCO1	DB09348	https://go.drugbank.com/drugs/DB09348	approved; withdrawn	-628.915
Betahistine	CNCCC1=CC=CC=N1	DB06698	https://go.drugbank.com/drugs/DB06698	approved; investigational	-708.711
Dexamethasone acetate	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB14649	https://go.drugbank.com/drugs/DB14649	approved; investigational; vet_approved	-647.157
Bethanidine	CN\C(NCC1=CC=CC=C1)=N/C	DB00217	https://go.drugbank.com/drugs/DB00217	approved	-633.964
Betaxolol	CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1	DB00195	https://go.drugbank.com/drugs/DB00195	approved; investigational	-664.337
Bethanechol	CC(C[N+](C)(C)C)OC(N)=O	DB01019	https://go.drugbank.com/drugs/DB01019	approved	-653.614
Olaparib	FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1	DB09074	https://go.drugbank.com/drugs/DB09074	approved	-709.413
Bicalutamide	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F	DB01128	https://go.drugbank.com/drugs/DB01128	approved	-708.204
Bifonazole	C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1	DB04794	https://go.drugbank.com/drugs/DB04794	approved; investigational	-632.391
Biperiden	OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1	DB00810	https://go.drugbank.com/drugs/DB00810	approved; investigational	-649.651
Molindone	CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2	DB01618	https://go.drugbank.com/drugs/DB01618	approved	-641.263
Bisacodyl	CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1	DB09020	https://go.drugbank.com/drugs/DB09020	approved	-535.421
Bisoprolol	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1	DB00612	https://go.drugbank.com/drugs/DB00612	approved	-639.265
Zalcitabine	NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1	DB00943	https://go.drugbank.com/drugs/DB00943	approved; investigational	-631.29
Bithionol	OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl	DB04813	https://go.drugbank.com/drugs/DB04813	approved; withdrawn	-652.316
Hexocyclium	C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	DB06787	https://go.drugbank.com/drugs/DB06787	approved	-627.807
Silicon dioxide	O=[Si]=O	DB11132	https://go.drugbank.com/drugs/DB11132	approved	-629.881
Bretylium	CC[N+](C)(C)CC1=CC=CC=C1Br	DB01158	https://go.drugbank.com/drugs/DB01158	approved	-611.655
Brimonidine	BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12	DB00484	https://go.drugbank.com/drugs/DB00484	approved	-638.186
Benzoic acid	OC(=O)C1=CC=CC=C1	DB03793	https://go.drugbank.com/drugs/DB03793	approved; investigational	-635.267
Bromazepam	BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1	DB01558	https://go.drugbank.com/drugs/DB01558	approved; illicit; investigational	-632.045
Bromhexine	CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1	DB09019	https://go.drugbank.com/drugs/DB09019	approved	-640.834
Bromodiphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1	DB01237	https://go.drugbank.com/drugs/DB01237	approved	-585.165
Thiosulfuric acid	OS(O)(=O)=S	DB09499	https://go.drugbank.com/drugs/DB09499	approved; investigational	-629.247
Bromperidol	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1	DB12401	https://go.drugbank.com/drugs/DB12401	approved; investigational	-648.678
Benzyl alcohol	OCC1=CC=CC=C1	DB06770	https://go.drugbank.com/drugs/DB06770	approved	-639.537
Bronopol	OCC(Br)(CO)[N+]([O-])=O	DB13960	https://go.drugbank.com/drugs/DB13960	approved	-701.551
Nitrous acid	ON=O	DB09112	https://go.drugbank.com/drugs/DB09112	approved; investigational	-651.133
Bufexamac	CCCCOC1=CC=C(CC(=O)NO)C=C1	DB13346	https://go.drugbank.com/drugs/DB13346	approved; withdrawn	-642.856
Bumetanide	CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O	DB00887	https://go.drugbank.com/drugs/DB00887	approved	-648.978
Bupivacaine	CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	DB00297	https://go.drugbank.com/drugs/DB00297	approved; investigational	-608.257
Sonidegib	[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1	DB09143	https://go.drugbank.com/drugs/DB09143	approved; investigational	-623.293
Vismodegib	CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1	DB08828	https://go.drugbank.com/drugs/DB08828	approved; investigational	-546.934
Buspirone	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1	DB00490	https://go.drugbank.com/drugs/DB00490	approved; investigational	-623.208
Medrysone	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C	DB00253	https://go.drugbank.com/drugs/DB00253	approved	-637.834
Busulfan	CS(=O)(=O)OCCCCOS(C)(=O)=O	DB01008	https://go.drugbank.com/drugs/DB01008	approved; investigational	-638.314
Valbenazine	COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1	DB11915	https://go.drugbank.com/drugs/DB11915	approved; investigational	-733.739
Butabarbital	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	DB00237	https://go.drugbank.com/drugs/DB00237	approved; illicit	-632.729
Glycine betaine	C[N+](C)(C)CC([O-])=O	DB06756	https://go.drugbank.com/drugs/DB06756	approved; nutraceutical	-631.802
Canagliflozin	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1	DB08907	https://go.drugbank.com/drugs/DB08907	approved	-631.358
Butalbital	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O	DB00241	https://go.drugbank.com/drugs/DB00241	approved; illicit	-710.607
Ibrutinib	NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1	DB09053	https://go.drugbank.com/drugs/DB09053	approved	-351.286
Florbetapir (18F)	[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H]	DB09149	https://go.drugbank.com/drugs/DB09149	approved; investigational	-584.912
Ponatinib	CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1	DB08901	https://go.drugbank.com/drugs/DB08901	approved; investigational	-704.53
Butamben	CCCCOC(=O)C1=CC=C(N)C=C1	DB11148	https://go.drugbank.com/drugs/DB11148	approved; withdrawn	-623.879
Sotagliflozin	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1	DB12713	https://go.drugbank.com/drugs/DB12713	approved; investigational	-583.604
Butenafine	CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12	DB01091	https://go.drugbank.com/drugs/DB01091	approved	-657.568
Apalutamide	CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F	DB11901	https://go.drugbank.com/drugs/DB11901	approved; investigational	-596.295
Niraparib	NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1	DB11793	https://go.drugbank.com/drugs/DB11793	approved; investigational	-607.789
Suvorexant	[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2	DB09034	https://go.drugbank.com/drugs/DB09034	approved; investigational	-634.826
Copanlisib	COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21	DB12483	https://go.drugbank.com/drugs/DB12483	approved; investigational	-626.609
Cabozantinib	COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2	DB08875	https://go.drugbank.com/drugs/DB08875	approved; investigational	-490.421
Ruxolitinib	N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1	DB08877	https://go.drugbank.com/drugs/DB08877	approved	-502.967
Cevimeline	CC1O[C@@]2(CS1)CN1CCC2CC1	DB00185	https://go.drugbank.com/drugs/DB00185	approved	-617.98
Entrectinib	CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1	DB11986	https://go.drugbank.com/drugs/DB11986	approved; investigational	-647.795
Capmatinib	CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1	DB11791	https://go.drugbank.com/drugs/DB11791	approved; investigational	-569.045
Pexidartinib	FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1	DB12978	https://go.drugbank.com/drugs/DB12978	approved; investigational	-581.264
Glasdegib	CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N	DB11978	https://go.drugbank.com/drugs/DB11978	approved; investigational	-632.091
Telotristat ethyl	CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1	DB12095	https://go.drugbank.com/drugs/DB12095	approved; investigational	-395.664
Caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	DB00201	https://go.drugbank.com/drugs/DB00201	approved	-690.984
Vigabatrin	NC(CCC(O)=O)C=C	DB01080	https://go.drugbank.com/drugs/DB01080	approved	-656.607
Verapamil	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	DB00661	https://go.drugbank.com/drugs/DB00661	approved	-706.321
Stanozolol	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C	DB06718	https://go.drugbank.com/drugs/DB06718	approved; vet_approved	-650.402
Cedazuridine	OC[C@H]1O[C@@H](N2CC[C@@H](O)NC2=O)C(F)(F)[C@@H]1O	DB15694	https://go.drugbank.com/drugs/DB15694	approved; investigational	-633.953
Metrizoic acid	CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I	DB09346	https://go.drugbank.com/drugs/DB09346	approved	-703.425
Synthetic camphor	CC1(C)C2CCC1(C)C(=O)C2	DB14156	https://go.drugbank.com/drugs/DB14156	approved; experimental	-628.595
Candesartan cilexetil	CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1	DB00796	https://go.drugbank.com/drugs/DB00796	approved	-541.292
Clodronic acid	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O	DB00720	https://go.drugbank.com/drugs/DB00720	approved; investigational; vet_approved	-651.679
Rose bengal	OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12	DB11182	https://go.drugbank.com/drugs/DB11182	approved; investigational	-629.368
Carbamoylcholine	C[N+](C)(C)CCOC(N)=O	DB00411	https://go.drugbank.com/drugs/DB00411	approved	-619.761
Carbamazepine	NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	DB00564	https://go.drugbank.com/drugs/DB00564	approved; investigational	-637.273
Pentoxyverine	CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1	DB11186	https://go.drugbank.com/drugs/DB11186	approved; investigational	-506.461
Carbinoxamine	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	DB00748	https://go.drugbank.com/drugs/DB00748	approved	-623.392
Carisoprodol	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	DB00395	https://go.drugbank.com/drugs/DB00395	approved	-726.672
Carmustine	ClCCNC(=O)N(CCCl)N=O	DB00262	https://go.drugbank.com/drugs/DB00262	approved; investigational	-647.703
Carprofen	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1	DB00821	https://go.drugbank.com/drugs/DB00821	approved; vet_approved; withdrawn	-639.602
Carteolol	CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2	DB00521	https://go.drugbank.com/drugs/DB00521	approved	-646.529
Carvedilol	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2	DB01136	https://go.drugbank.com/drugs/DB01136	approved; investigational	-625.783
Estramustine phosphate	[H][C@@]12CC[C@H](OP(O)(O)=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3	DB14674	https://go.drugbank.com/drugs/DB14674	approved; investigational	-565.702
Estramustine	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]	DB01196	https://go.drugbank.com/drugs/DB01196	approved; investigational	-555.45
Hydrocortisone butyrate	[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	DB14540	https://go.drugbank.com/drugs/DB14540	approved; vet_approved	-629.527
Diacerein	CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O	DB11994	https://go.drugbank.com/drugs/DB11994	approved; investigational	-634.009
Celecoxib	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F	DB00482	https://go.drugbank.com/drugs/DB00482	approved; investigational	-695.296
Celiprolol	CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O	DB04846	https://go.drugbank.com/drugs/DB04846	approved; investigational	-628.422
Selegiline	C[C@H](CC1=CC=CC=C1)N(C)CC#C	DB01037	https://go.drugbank.com/drugs/DB01037	approved; investigational; vet_approved	-636.168
Cetirizine	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	DB00341	https://go.drugbank.com/drugs/DB00341	approved	-628.591
Cetrimonium	CCCCCCCCCCCCCCCC[N+](C)(C)C	DB01718	https://go.drugbank.com/drugs/DB01718	approved	-666.756
Cetyl alcohol	CCCCCCCCCCCCCCCCO	DB09494	https://go.drugbank.com/drugs/DB09494	approved	-651.665
Cetylpyridinium	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	DB11073	https://go.drugbank.com/drugs/DB11073	approved	-654.903
Levamisole	C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1	DB00848	https://go.drugbank.com/drugs/DB00848	approved; investigational; vet_approved; withdrawn	-664.964
Clemastine	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	DB00283	https://go.drugbank.com/drugs/DB00283	approved; investigational	-633.679
Chloral hydrate	OC(O)C(Cl)(Cl)Cl	DB01563	https://go.drugbank.com/drugs/DB01563	approved; illicit; investigational; vet_approved	-699.638
Chlorambucil	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	DB00291	https://go.drugbank.com/drugs/DB00291	approved	-649.293
Chlorcyclizine	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	DB08936	https://go.drugbank.com/drugs/DB08936	approved	-626.142
Chlormezanone	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O	DB01178	https://go.drugbank.com/drugs/DB01178	approved; investigational; withdrawn	-616.836
Chloroquine	CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12	DB00608	https://go.drugbank.com/drugs/DB00608	approved; investigational; vet_approved	-652.432
Chlorothiazide	NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1	DB00880	https://go.drugbank.com/drugs/DB00880	approved; vet_approved	-658.759
Chloroxine	OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2	DB01243	https://go.drugbank.com/drugs/DB01243	approved	-648.831
Tioguanine	NC1=NC(=S)C2=C(N1)N=CN2	DB00352	https://go.drugbank.com/drugs/DB00352	approved	-635.576
Chloroxylenol	CC1=CC(O)=CC(C)=C1Cl	DB11121	https://go.drugbank.com/drugs/DB11121	approved	-635.1
Succimer	OC(=O)[C@@H](S)[C@@H](S)C(O)=O	DB00566	https://go.drugbank.com/drugs/DB00566	approved	-628.476
Chlorphenesin carbamate	NC(=O)OCC(O)COC1=CC=C(Cl)C=C1	DB14656	https://go.drugbank.com/drugs/DB14656	approved; vet_approved; withdrawn	-622.482
Chlorpheniramine	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	DB01114	https://go.drugbank.com/drugs/DB01114	approved	-639.572
Chlorpromazine	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2	DB00477	https://go.drugbank.com/drugs/DB00477	approved; investigational; vet_approved	-636.853
Chlorpropamide	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1	DB00672	https://go.drugbank.com/drugs/DB00672	approved; investigational	-610.422
Pheneticillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C)OC1=CC=CC=C1)C(O)=O	DB13337	https://go.drugbank.com/drugs/DB13337	approved	-508.751
Oxidronic acid	OC(P(O)(O)=O)P(O)(O)=O	DB14159	https://go.drugbank.com/drugs/DB14159	approved	-658.202
Chlorthalidone	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12	DB00310	https://go.drugbank.com/drugs/DB00310	approved	-633.016
Tamoxifen	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	DB00675	https://go.drugbank.com/drugs/DB00675	approved	-588.847
Chlorzoxazone	ClC1=CC2=C(OC(=O)N2)C=C1	DB00356	https://go.drugbank.com/drugs/DB00356	approved	-631.49
Pizotifen	CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2	DB06153	https://go.drugbank.com/drugs/DB06153	approved	-630.749
Cephalexin	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	DB00567	https://go.drugbank.com/drugs/DB00567	approved; investigational; vet_approved	-635.328
Ciclopirox	CC1=CC(=O)N(O)C(=C1)C1CCCCC1	DB01188	https://go.drugbank.com/drugs/DB01188	approved; investigational	-631.584
